title,author,genre,publisher,price,rating,reviews_count,sales_rank,year,store,discount_percent,delivery_cost,demand_score,popularity_score
Data Science Saga,Michelle Obama,History,Penguin Random House,17.04,4.4,1845,1516,2021,Flipkart,8.663282933065366,40,5.940880989180835,88.369
Gardening System,George R.R. Martin,Cooking,Penguin Random House,16.28,4.7,4741,1115,2024,Flipkart,41.692543018489715,0,15.265971148892325,94.9482
Future War Bible,Walter Isaacson,Mystery,Simon & Schuster,10.8,4.2,130,4096,2011,Snapdeal,10.472745236758456,50,0.4185986604842864,84.026
Secret Business: The Chronicles,J.K. Rowling,Romance,Penguin Random House,17.59,3.8,427,2818,2017,Crossword,43.0094941528321,0,1.3749356002060793,76.0854
Beginner's Design Handbook,Dale Carnegie,Technology,Hachette,21.94,3.5,86,4573,2022,Amazon,22.84023091831823,40,0.2769191138588356,70.0172
Dark Mystery Methods,Tim Ferriss,Biography,HarperCollins,10.12,5.0,275,1407,2020,Amazon,12.405317153544786,75,0.8854971664090674,100.055
Dark Cooking Framework,Brand New Author,Science,Simon & Schuster,27.47,4.6,227,1862,2020,BooksWagon,26.676037895134325,40,0.7309376609994849,92.0454
Hidden War Story,Agatha Christie,Science,Simon & Schuster,22.12,4.2,6784,1906,2012,Flipkart,39.91783343505633,75,21.844410097887685,85.3568
The Ultimate Love Methods,Tara Westover,Fantasy,HarperCollins,25.75,5.0,540,1787,2023,Crossword,34.28899545638245,0,1.7387944358578051,100.108
Essential Cooking Bible,Malcolm Gladwell,Business,Indie Pub,26.87,4.2,2156,941,2025,Snapdeal,37.26244591445799,40,6.942297784647089,84.4312
Design Workbook,Robert Kiyosaki,Science,Penguin Random House,28.16,3.7,2224,837,2020,Flipkart,31.351334668428695,0,7.161257083977331,74.4448
Love Secrets,J.K. Rowling,Business,Simon & Schuster,21.36,4.5,418,2219,2015,Snapdeal,32.6910625807141,50,1.3459556929417826,90.0836
Advanced History Anthology,Brand New Author,History,Hachette,15.89,4.5,633,2309,2024,BooksWagon,38.96782606261277,75,2.0382534775888717,90.1266
Modern Mystery Saga,Malcolm Gladwell,Health,Indie Pub,17.8,4.4,2109,1091,2024,BooksWagon,14.986720354367439,0,6.790958268933539,88.4218
Fitness Handbook,Neil Gaiman,Romance,Simon & Schuster,14.65,4.3,257,5959,2016,Amazon,24.57699854572562,40,0.827537351880474,86.0514
AI Methods,Walter Isaacson,Fantasy,Indie Pub,16.36,4.7,82,4087,2013,Crossword,13.848377672784089,0,0.26403915507470377,94.0164
Space Bible,J.K. Rowling,Fiction,Hachette,19.8,4.2,860,1195,2024,Snapdeal,44.50672031986588,40,2.7691911385883565,84.172
Hidden Business Framework,George R.R. Martin,Self-Help,Indie Pub,500.0,4.0,436,2520,2010,Flipkart,42.76237358746453,40,1.4039155074703762,80.0872
Beginner's AI System,Agatha Christie,Self-Help,HarperCollins,12.83,4.0,547,2282,2021,BooksWagon,6.577072454740236,75,1.7613343637300363,80.1094
Past Money Story,Stephen King,Biography,Simon & Schuster,21.28,4.0,681,1217,2011,Amazon,33.22300690062754,40,2.192812982998454,80.1362
Gardening Story,Walter Isaacson,Biography,O'Reilly Media,37.23,3.5,1513,1854,2010,Amazon,42.009932696626635,0,4.8718444100978875,70.3026
AI Handbook,Brand New Author,Romance,Amazon KDP,16.34,4.7,736,1475,2013,Snapdeal,12.223013805093341,0,2.369912416280268,94.1472
Lost Design Trilogy,Neil Gaiman,Self-Help,O'Reilly Media,27.41,4.0,7789,1278,2012,BooksWagon,27.717809222105178,0,25.080499742400825,81.5578
The Ultimate Design Framework,Tara Westover,Non-Fiction,Macmillan,17.77,3.9,3837,1264,2014,Crossword,41.619531903521676,0,12.355100463678516,78.7674
Complete Business Framework,Alex Michaelides,Self-Help,Amazon KDP,12.9,3.7,115,2254,2015,BooksWagon,6.357839143431954,0,0.37029881504379186,74.023
Mystery Framework,Tara Westover,Fiction,Penguin Random House,9.98,4.3,334,2886,2022,Snapdeal,32.8968106898736,50,1.0754765584750128,86.0668
Bright AI System,James Clear,Science,Indie Pub,32.75,4.1,2141,1249,2012,Snapdeal,16.89396029490203,40,6.893997939206595,82.4282
Time Anthology,Michelle Obama,Business,Indie Pub,24.75,4.7,369,881,2020,BooksWagon,41.975847815061215,40,1.188176197836167,94.0738
The Ultimate History: The Strategies,J.K. Rowling,Fantasy,Simon & Schuster,20.83,5.0,799,1670,2012,Snapdeal,43.842329806614714,0,2.572771767130345,100.1598
Marketing Anthology,Malcolm Gladwell,Non-Fiction,Penguin Random House,11.81,3.9,211,2539,2020,BooksWagon,42.770659564537354,50,0.6794178258629572,78.0422
Future Machine Learning System,Michelle Obama,Science,Macmillan,21.81,4.2,5123,807,2019,Flipkart,23.96856866629855,50,16.49600721277692,85.0246
Mystery System,Robert Kiyosaki,Science,Indie Pub,20.84,4.8,745,772,2023,BooksWagon,39.481706039572536,0,2.398892323544565,96.149
Data Science Journal,Walter Isaacson,Business,O'Reilly Media,41.01,5.0,46,100000,2021,BooksWagon,38.78197594140281,50,0.14811952601751674,100.0092
Complete War Methods,Neil Gaiman,Fiction,Simon & Schuster,11.94,4.4,562,2367,2019,Snapdeal,17.764018929730227,40,1.8096342091705309,88.1124
Beginner's Time Handbook,George R.R. Martin,Science,Amazon KDP,28.29,3.8,755,1108,2015,Snapdeal,38.1566189660271,0,2.4310922205048944,76.151
Future Machine Learning Bible,Dale Carnegie,Science Fiction,Amazon KDP,13.1,5.0,342,2826,2018,Amazon,6.480305388619705,40,1.1012364760432767,100.0684
Design Collection,Agatha Christie,Fantasy,Indie Pub,12.41,4.8,535,1835,2015,Amazon,28.85079513928212,40,1.7226944873776402,96.107
Mystery Handbook,Stephen King,Non-Fiction,,27.63,4.7,547,1118,2017,Flipkart,14.200353491508121,0,1.7613343637300363,94.1094
Future Data Science Story,Stephen King,Mystery,,33.41,4.3,2455,730,2021,Amazon,9.822675431091152,75,7.905074703760947,86.491
Advanced AI Guide,Dale Carnegie,Romance,Amazon KDP,17.95,4.8,2320,978,2020,BooksWagon,8.078128065168366,50,7.470376094796497,96.464
Fitness Collection,J.K. Rowling,Science Fiction,O'Reilly Media,35.33,4.5,2923,1362,2022,Snapdeal,32.85155103512559,40,9.41202988150438,90.5846
Essential Data Science Collection,Brand New Author,Self-Help,Hachette,14.16,3.8,2437,1371,2025,Amazon,18.594998550722647,40,7.847114889232354,76.4874
Bright Data Science Trilogy,George R.R. Martin,Business,HarperCollins,26.84,4.8,433,2373,2020,Amazon,33.99067086115046,40,1.394255538382277,96.0866
Dark Baking: The Framework,Simon Sinek,Romance,Hachette,15.96,4.6,130,1963,2015,Flipkart,7.614253631957695,40,0.4185986604842864,92.026
Money Guide,Yuval Noah Harari,Romance,,18.23,4.6,906,811,2016,Flipkart,17.611613513224412,40,2.917310664605873,92.1812
Design Bible,Delia Owens,Technology,Indie Pub,31.25,4.6,923,984,2024,BooksWagon,26.57965169501349,0,2.972050489438434,92.1846
Future Space Bible,Simon Sinek,Fiction,,23.04,4.3,471,1356,2025,Snapdeal,36.628926593558546,40,1.51661514683153,86.0942
Secret Love Story,Tim Ferriss,Business,HarperCollins,30.37,3.8,565,2021,2024,Flipkart,17.7501001172828,50,1.8192941782586296,76.113
Past Machine Learning Masterclass,Delia Owens,Health,Simon & Schuster,20.98,4.4,111,5118,2014,Amazon,30.035655057480362,40,0.35741885625965997,88.0222
Bright Meditation Framework,Stephen King,Romance,Hachette,22.83,5.0,566,1013,2015,Snapdeal,40.43910992944748,0,1.8225141679546624,100.1132
Secret Fitness Story,Simon Sinek,Romance,HarperCollins,7.76,3.9,93,16600,2018,Snapdeal,29.63452752729218,50,0.29945904173106647,78.0186
Forgotten Cooking Chronicles,Simon Sinek,Fantasy,HarperCollins,9.89,3.9,818,1558,2015,Amazon,14.318378990145352,0,2.6339515713549715,78.1636
Machine Learning Principles,Brand New Author,Fantasy,Indie Pub,8.6,4.2,1292,1482,2011,Flipkart,5.976031262261521,0,4.1602266872746005,84.2584
Dark Marketing Methods,Malcolm Gladwell,Fantasy,Amazon KDP,24.23,3.9,62,3496,2010,Amazon,39.803954956037195,0,0.19963936115404432,78.0124
History Collection,Simon Sinek,Fantasy,O'Reilly Media,29.77,4.4,431,1822,2017,Snapdeal,5.8507764340154855,0,1.3878155589902113,88.0862
Lost Gardening System,Michelle Obama,Fiction,Simon & Schuster,8.74,5.0,1371,671,2024,Crossword,39.98806690736798,50,4.4146058732612055,100.2742
Mystery Story,Stephen King,Mystery,Indie Pub,16.71,4.7,1929,916,2020,Crossword,26.15748536108848,40,6.211360123647604,94.3858
Complete Fitness Collection,Dale Carnegie,Biography,HarperCollins,18.21,4.6,932,1305,2020,BooksWagon,42.56270794051585,0,3.0010303967027303,92.1864
Hidden Design Journal,Stephen King,Self-Help,HarperCollins,14.55,5.0,654,776,2011,Amazon,36.951329430946615,50,2.105873261205564,100.1308
Essential Money Saga,J.K. Rowling,Self-Help,Indie Pub,14.8,3.9,243,4676,2020,Amazon,44.9173644213335,50,0.7824574961360125,78.0486
Hidden Business Collection,Walter Isaacson,History,Hachette,19.2,3.3,364,1756,2025,BooksWagon,19.028472618068406,50,1.172076249356002,66.0728
Lost Design Anthology,Malcolm Gladwell,Self-Help,Indie Pub,12.74,4.6,3,65685,2011,BooksWagon,35.68753155724508,0,0.009659969088098918,92.0006
Modern Love Workbook,Delia Owens,Science,Penguin Random House,28.93,4.2,222,1709,2013,BooksWagon,21.077236544369686,40,0.7148377125193199,84.0444
Advanced Love Trilogy,Michelle Obama,Technology,Amazon KDP,24.98,4.6,3455,1301,2011,Snapdeal,24.195024812156355,75,11.12506439979392,92.691
Design Masterclass,Colleen Hoover,Science,Amazon KDP,23.9,3.5,1484,829,2024,Amazon,30.100218528734803,50,4.7784647089129315,70.2968
Love Story,Robert Kiyosaki,Business,Amazon KDP,23.76,4.1,317,1157,2021,Snapdeal,39.94708456745355,0,1.0207367336424524,82.0634
Essential War Anthology,Brand New Author,Self-Help,Amazon KDP,23.99,4.5,354,1591,2011,BooksWagon,44.363338767971804,0,1.1398763523956723,90.0708
Forgotten War Chronicles,George R.R. Martin,Romance,Simon & Schuster,22.0,3.9,727,1460,2014,Amazon,35.73093655458073,40,2.340932509015971,78.1454
Secret Marketing Anthology,Brand New Author,Cooking,Hachette,18.49,4.5,1416,1728,2020,Snapdeal,21.71067128669335,75,4.559505409582689,90.2832
AI Journal,Alex Michaelides,Science Fiction,Hachette,20.25,4.3,2213,1686,2025,Snapdeal,21.854280091082806,40,7.125837197320968,86.4426
Dark Leadership Secrets,Simon Sinek,Mystery,Penguin Random House,25.38,4.3,3189,1778,2025,BooksWagon,34.50329206355566,40,10.268547140649149,86.6378
Bright Design Workbook,Michelle Obama,Science Fiction,O'Reilly Media,26.74,4.4,655,1107,2015,Amazon,14.551085830732093,0,2.109093250901597,88.131
Lost War Journal,Yuval Noah Harari,Business,Penguin Random House,27.61,5.0,375,2595,2013,BooksWagon,9.418964525255786,40,1.2074961360123648,100.075
Forgotten Money Handbook,Neil Gaiman,Business,Macmillan,33.64,4.3,817,1270,2023,Amazon,19.18488630563106,50,2.6307315816589387,86.1634
Mystery System,Stephen King,Science Fiction,Macmillan,18.07,3.4,614,1257,2020,Crossword,16.48955966616327,0,1.9770736733642453,68.1228
Past Fitness Anthology,George R.R. Martin,Business,Indie Pub,27.0,5.0,388,1588,2021,Flipkart,16.8523248182396,50,1.2493560020607934,100.0776
Modern History Strategies,Yuval Noah Harari,Self-Help,Hachette,8.87,4.7,259,4828,2019,Flipkart,14.344310041996398,75,0.8339773312725399,94.0518
Future Fitness Methods,Walter Isaacson,Science Fiction,Indie Pub,23.42,4.2,1788,1644,2025,Flipkart,6.683727585454475,0,5.757341576506955,84.3576
Future Cooking: The Methods,Alex Michaelides,Fiction,Amazon KDP,14.14,3.4,1299,1477,2022,BooksWagon,5.714957389336552,40,4.182766615146831,68.2598
Money Strategies,Simon Sinek,Non-Fiction,HarperCollins,22.38,4.4,415,1288,2021,Crossword,44.50889558944126,0,1.3362957238536837,88.083
Forgotten Leadership Secrets,Delia Owens,Self-Help,Hachette,17.47,3.9,318,1811,2018,Amazon,22.110925349434496,50,1.0239567233384852,78.0636
Hidden War Anthology,Michelle Obama,Self-Help,Macmillan,14.87,4.3,2126,810,2017,Snapdeal,20.373065886387266,40,6.8456980937661,86.4252
Lost Money Strategies,Stephen King,Fiction,Penguin Random House,18.86,3.3,1357,2324,2015,Amazon,32.1858913077228,40,4.369526017516744,66.2714
Future Data Science Secrets,Simon Sinek,Biography,Indie Pub,13.19,4.8,75,3622,2019,Snapdeal,13.730155514602567,50,0.24149922720247294,96.015
Machine Learning Workbook,Michelle Obama,Romance,,12.66,4.7,1211,787,2023,Amazon,42.99844735800902,0,3.8994075218959297,94.2422
Leadership Masterclass,Walter Isaacson,Biography,Simon & Schuster,15.38,4.0,659,4108,2019,Crossword,36.453800576622086,75,2.121973209685729,80.1318
Business Collection,Simon Sinek,Technology,O'Reilly Media,32.22,4.6,2755,1627,2025,Snapdeal,8.57644009249038,40,8.871071612570839,92.551
Lost Fitness Chronicles,Malcolm Gladwell,Science,HarperCollins,23.26,5.0,311,2324,2020,BooksWagon,21.703231031397134,0,1.0014167954662545,100.0622
Past Mystery Journal,Tim Ferriss,Non-Fiction,Hachette,16.91,4.3,1641,1706,2016,Amazon,40.164732302486584,40,5.284003091190108,86.3282
Essential Cooking Anthology,Tim Ferriss,Romance,HarperCollins,13.7,4.2,428,2170,2022,Amazon,42.78928089165641,50,1.3781555899021123,84.0856
Lost Fitness System,Yuval Noah Harari,Technology,Penguin Random House,28.64,4.2,1061,1959,2018,Snapdeal,23.69606044999479,0,3.4164090674909837,84.2122
Bright Meditation Handbook,Alex Michaelides,Science,,25.39,4.4,250,9964,2018,BooksWagon,29.53645556842831,50,0.8049974240082431,88.05
Dark Business Methods,Robert Kiyosaki,Fantasy,O'Reilly Media,34.99,4.1,3396,2376,2019,BooksWagon,11.68135784368301,75,10.935085007727976,82.6792
Advanced Cooking Anthology,Robert Kiyosaki,Science Fiction,Hachette,20.54,3.7,1461,1262,2021,Crossword,44.646745045479065,0,4.704404945904173,74.2922
Future Marketing: The Strategies,George R.R. Martin,Business,Indie Pub,21.88,4.6,894,923,2023,BooksWagon,14.266868055337735,75,2.8786707882534777,92.1788
Beginner's Data Science Masterclass,Yuval Noah Harari,Biography,HarperCollins,19.35,4.4,928,1251,2024,BooksWagon,42.709270965405025,0,2.988150437918599,88.1856
Past Business Collection,Delia Owens,Non-Fiction,Macmillan,27.02,4.7,597,2047,2014,BooksWagon,30.98586595969474,0,1.9223338485316845,94.1194
Machine Learning Collection,Malcolm Gladwell,Fiction,O'Reilly Media,35.53,3.6,1396,1356,2012,Flipkart,29.309471795154366,0,4.4951056156620295,72.2792
Secret Time Methods,Tara Westover,Business,Amazon KDP,33.17,3.8,637,2124,2024,Crossword,25.507540440660343,50,2.0511334363730036,76.1274
Leadership Bible,James Clear,Science Fiction,Amazon KDP,19.68,4.7,1469,938,2018,Amazon,14.226792468710347,40,4.730164863472437,94.2938
The Ultimate Data Science Anthology,Neil Gaiman,Non-Fiction,Indie Pub,28.07,4.7,462,1692,2012,Snapdeal,12.06112128022033,0,1.4876352395672334,94.0924
Space Framework,Simon Sinek,Non-Fiction,Amazon KDP,20.95,4.6,462,3929,2015,Amazon,13.819448362807014,40,1.4876352395672334,92.0924
Dark Marketing Story,George R.R. Martin,Cooking,Amazon KDP,13.51,4.3,667,1290,2022,Crossword,12.457530485770182,40,2.147733127253993,86.1334
Cooking Secrets,Dale Carnegie,Fantasy,HarperCollins,14.13,3.5,168,1987,2015,Snapdeal,36.18337894267013,0,0.5409582689335394,70.0336
Bright Marketing Journal,James Clear,Health,Penguin Random House,22.97,3.1,308,1203,2019,Crossword,19.005010366669204,50,0.9917568263781555,62.0616
Essential Fitness Strategies,Agatha Christie,Romance,Macmillan,11.81,4.7,1215,4248,2017,BooksWagon,7.313707062535855,50,3.912287480680062,94.243
The Ultimate Meditation Strategies,Robert Kiyosaki,Science Fiction,Penguin Random House,16.56,4.3,4405,605,2023,Snapdeal,43.764105205632454,40,14.184054611025246,86.881
Bright Machine Learning Secrets,Robert Kiyosaki,Fiction,Penguin Random House,4.99,3.7,363,685,2024,BooksWagon,40.35143539853703,75,1.1688562596599692,74.0726
Advanced Machine Learning Story,Michelle Obama,Science Fiction,Amazon KDP,20.11,4.8,6738,592,2024,Amazon,42.11009132780852,40,21.69629057187017,97.3476
Future War Secrets,Simon Sinek,Romance,Macmillan,17.97,4.3,1432,1491,2020,Amazon,44.79631290585741,75,4.611025244719217,86.2864
The Ultimate Marketing Chronicles,Stephen King,Science,Macmillan,30.52,4.4,558,842,2023,Snapdeal,11.95580996877949,40,1.796754250386399,88.1116
Dark Mystery: The Saga,Neil Gaiman,Fantasy,O'Reilly Media,21.54,3.6,178,2081,2011,Snapdeal,20.849680756106352,40,0.5731581658938691,72.0356
Essential Marketing Anthology,Neil Gaiman,Technology,Amazon KDP,25.9,3.4,1949,1284,2014,Crossword,35.32953902816365,0,6.275759917568263,68.3898
Secret Space: The Journal,Yuval Noah Harari,Self-Help,Hachette,10.05,4.1,257,1453,2014,Crossword,32.84082472215169,50,0.827537351880474,82.0514
Advanced War Bible,Tara Westover,Romance,Simon & Schuster,22.75,3.5,340,3264,2022,BooksWagon,11.155836253594202,40,1.0947964966512107,70.068
Hidden Design Handbook,Dale Carnegie,History,HarperCollins,11.99,4.4,114,1773,2016,Snapdeal,37.63332499962471,0,0.3670788253477589,88.0228
Past War Methods,Colleen Hoover,Health,Macmillan,14.9,5.0,1389,900,2016,Amazon,13.977622873466427,0,4.4725656877898,100.2778
Meditation Strategies,Malcolm Gladwell,Non-Fiction,Macmillan,15.63,4.5,467,2414,2013,Crossword,13.952704592904922,40,1.5037351880473984,90.0934
Secret Love Methods,Yuval Noah Harari,Cooking,Indie Pub,15.24,3.9,251,1968,2019,Crossword,26.478976915736542,40,0.8082174137042761,78.0502
Bright Money System,Dale Carnegie,Science,O'Reilly Media,32.99,4.2,302,952,2024,Amazon,28.717597393668125,50,0.9724368882019577,84.0604
Past Meditation Story,Dale Carnegie,Self-Help,Indie Pub,11.41,4.8,654,1137,2023,Crossword,28.203448313512446,50,2.105873261205564,96.1308
Beginner's Meditation Workbook,Brene Brown,Non-Fiction,Amazon KDP,11.63,5.0,241,1799,2019,BooksWagon,8.659473495910195,0,0.7760175167439465,100.0482
Past Money Anthology,Yuval Noah Harari,Mystery,O'Reilly Media,24.06,4.4,1059,1779,2020,Snapdeal,40.09843450521522,50,3.4099690880989177,88.2118
Secret Money Chronicles,J.K. Rowling,History,Indie Pub,14.07,4.1,495,2109,2015,Amazon,15.624001703548242,0,1.5938948995363214,82.099
Python Journal,Michelle Obama,Romance,Penguin Random House,19.82,3.8,825,693,2012,Snapdeal,10.180596851312167,50,2.656491499227202,76.165
Secret Time Framework,Yuval Noah Harari,Business,HarperCollins,24.56,5.0,454,984,2014,Crossword,40.54992319475909,50,1.4618753219989697,100.0908
Secret Marketing Journal,Brand New Author,Non-Fiction,O'Reilly Media,38.39,5.0,1040,1696,2025,Crossword,43.226059929190136,40,3.348789283874291,100.208
Past Space Chronicles,James Clear,Non-Fiction,Hachette,13.1,3.7,536,1042,2019,Amazon,39.48510469061802,50,1.7259144770736732,74.1072
Secret Fitness Framework,Robert Kiyosaki,Fiction,,11.75,3.8,781,1324,2017,BooksWagon,37.38064298899512,0,2.5148119526017516,76.1562
Meditation Secrets,Agatha Christie,Science,HarperCollins,26.17,4.6,262,5296,2021,Flipkart,31.20967922556087,40,0.8436373003606388,92.0524
Hidden Marketing Anthology,Colleen Hoover,Science,Penguin Random House,15.03,3.9,3668,930,2012,Amazon,27.034294824365574,50,11.810922205048943,78.7336
Hidden War Masterclass,James Clear,Non-Fiction,Simon & Schuster,23.36,4.5,535,922,2012,Flipkart,8.479470396456406,40,1.7226944873776402,90.107
Leadership Anthology,Michelle Obama,Romance,Macmillan,17.79,4.0,1739,985,2016,Flipkart,21.338128522827947,0,5.59956208140134,80.3478
Machine Learning Chronicles,Michelle Obama,Science,HarperCollins,25.85,3.7,641,1394,2018,BooksWagon,19.90754068049256,40,2.0640133951571356,74.1282
Future Mystery Bible,Tim Ferriss,Health,Penguin Random House,16.32,4.5,2225,1338,2016,Flipkart,15.39015135041305,50,7.164477073673364,90.445
Secret War Workbook,J.K. Rowling,Science,Macmillan,19.54,4.3,1469,2289,2022,Flipkart,33.936804547543396,0,4.730164863472437,86.2938
Hidden Meditation Bible,Stephen King,Biography,HarperCollins,31.6,4.3,1307,927,2021,BooksWagon,24.835029403150834,0,4.208526532715096,86.2614
Modern Time Anthology,Brand New Author,Technology,Amazon KDP,25.67,4.7,953,2129,2020,Flipkart,8.241848636305917,50,3.0686501803194233,94.1906
Forgotten Mystery Bible,Dale Carnegie,Self-Help,Amazon KDP,16.07,4.5,69,2305,2023,Flipkart,13.807328077992453,50,0.22217928902627512,90.0138
Cooking Workbook,Brand New Author,Biography,Hachette,9.48,5.0,102,14404,2017,Flipkart,32.33035054638384,0,0.32843894899536324,100.0204
Complete Python Methods,Stephen King,Science Fiction,Amazon KDP,14.97,4.5,1267,856,2020,Amazon,8.045234379612008,0,4.0797269448737765,90.2534
Essential Space Collection,Dale Carnegie,History,Hachette,19.6,4.4,577,2262,2013,Amazon,39.04827656195075,0,1.8579340546110255,88.1154
Beginner's Marketing Bible,Delia Owens,Romance,Amazon KDP,16.66,3.8,586,1431,2013,Amazon,24.805861080558973,0,1.886913961875322,76.1172
Hidden Mystery Bible,Brand New Author,Mystery,Indie Pub,22.68,4.2,329,3122,2022,BooksWagon,24.22346309306592,40,1.0593766099948478,84.0658
Essential Cooking Principles,Delia Owens,Science Fiction,Macmillan,20.43,4.6,580,1680,2015,Crossword,28.696311386380703,50,1.8675940236991242,92.116
Hidden Fitness Journal,Brene Brown,Science,O'Reilly Media,46.95,3.5,415,2429,2014,Flipkart,37.987238637005966,40,1.3362957238536837,70.083
Advanced Money Strategies,Walter Isaacson,Science,HarperCollins,19.67,4.1,238,2278,2021,Flipkart,18.912368316087722,40,0.7663575476558475,82.0476
Hidden War Workbook,Robert Kiyosaki,History,Simon & Schuster,15.28,4.7,1030,904,2019,BooksWagon,32.12064610236254,0,3.3165893869139618,94.206
Past Design Story,Tim Ferriss,Biography,O'Reilly Media,30.32,4.1,41,9532,2020,Flipkart,27.629278559831643,50,0.13201957753735188,82.0082
Hidden War Methods,Tim Ferriss,Science,Macmillan,18.95,4.8,3789,1219,2025,Amazon,15.681130806776853,40,12.200540958268933,96.7578
Past Mystery Framework,Walter Isaacson,Science Fiction,Macmillan,13.93,4.0,926,1252,2020,Crossword,40.14519945420632,75,2.981710458526533,80.1852
Secret Python Collection,Alex Michaelides,Fiction,Macmillan,11.93,4.3,298,2275,2015,Snapdeal,36.89704086427712,40,0.9595569294178258,86.0596
Space Anthology,Malcolm Gladwell,Science Fiction,O'Reilly Media,30.8,4.8,774,1997,2019,Flipkart,31.33807338633702,0,2.492272024729521,96.1548
Bright Space Workbook,Simon Sinek,Business,Macmillan,29.75,4.7,15,4925,2018,Amazon,39.023269163769676,40,0.04829984544049459,94.003
Past Space Trilogy,George R.R. Martin,Fiction,O'Reilly Media,23.17,3.3,141,2197,2022,Snapdeal,39.6917680383921,0,0.45401854714064915,66.0282
Love Chronicles,Dale Carnegie,Non-Fiction,HarperCollins,17.71,2.9,366,1534,2013,Crossword,33.334519068601395,40,1.178516228748068,58.0732
Space Masterclass,Brand New Author,Fantasy,Penguin Random House,12.27,4.3,131,1729,2022,Snapdeal,38.48053313454688,0,0.4218186501803194,86.0262
Secret Marketing Secrets,Robert Kiyosaki,Non-Fiction,Hachette,14.92,4.0,1257,896,2017,Amazon,32.898858466771344,0,4.047527047913447,80.2514
Business Story,Dale Carnegie,History,Amazon KDP,20.98,3.7,650,1496,2024,Snapdeal,32.205630870412016,50,2.0929933024214322,74.13
Complete AI Story,James Clear,Technology,,37.78,5.0,692,1215,2013,BooksWagon,29.74445512860737,0,2.228232869654817,100.1384
Love Anthology,Simon Sinek,Technology,Indie Pub,18.14,4.1,1642,2650,2024,Snapdeal,35.10866558230565,50,5.287223080886141,82.3284
The Ultimate AI Guide,George R.R. Martin,Fiction,O'Reilly Media,31.65,5.0,550,992,2020,Flipkart,11.344204211722948,0,1.7709943328181348,100.11
Business Chronicles,Tim Ferriss,Health,HarperCollins,18.39,3.9,3480,2484,2015,Flipkart,40.23483036795714,40,11.205564142194744,78.696
Mystery Chronicles,J.K. Rowling,Romance,Indie Pub,18.71,5.0,2793,1316,2023,BooksWagon,39.87374110980928,40,8.993431221020092,100.5586
Time Journal,Neil Gaiman,Business,Amazon KDP,25.16,3.9,553,2862,2010,Amazon,6.169891321382366,40,1.780654301906234,78.1106
Bright Data Science Masterclass,James Clear,Cooking,Macmillan,25.07,4.6,712,973,2016,Flipkart,38.03267002259051,0,2.2926326635754766,92.1424
Lost AI Principles,Delia Owens,Biography,Simon & Schuster,8.26,3.9,1015,3271,2021,Crossword,10.154794698937808,0,3.268289541473467,78.203
Forgotten AI Framework,Walter Isaacson,Fantasy,Indie Pub,9.77,4.6,1987,1646,2022,Flipkart,18.404754170365678,0,6.398119526017516,92.3974
Cooking System,George R.R. Martin,Technology,Simon & Schuster,29.98,5.0,84,2868,2019,Flipkart,34.74033025166431,0,0.2704791344667697,100.0168
Bright Cooking Saga,Yuval Noah Harari,Fiction,Hachette,13.39,4.5,1697,2223,2013,Amazon,11.430395841932327,40,5.464322514167955,90.3394
Lost Marketing Chronicles,Neil Gaiman,Cooking,Simon & Schuster,17.28,4.7,490,1071,2022,Snapdeal,37.718680964762484,75,1.5777949510561564,94.098
Beginner's Time Handbook,J.K. Rowling,Romance,O'Reilly Media,30.29,4.5,2553,1805,2019,Flipkart,38.28536711830968,50,8.220633693972179,90.5106
Past Mystery Trilogy,Dale Carnegie,Health,Penguin Random House,17.69,3.8,634,1093,2025,BooksWagon,25.298709350433448,50,2.041473467284905,76.1268
Past Time Anthology,Walter Isaacson,Romance,Amazon KDP,9.78,3.6,2397,3260,2025,Snapdeal,5.255434868673343,50,7.718315301391035,72.4794
Modern Meditation Trilogy,Colleen Hoover,Business,Penguin Random House,23.89,4.6,1284,1058,2017,Crossword,16.48152532699651,40,4.134466769706337,92.2568
Complete Leadership Masterclass,J.K. Rowling,Science,O'Reilly Media,44.3,4.3,324,2608,2025,Amazon,29.677076735029686,0,1.0432766615146831,86.0648
Gardening Journal,Delia Owens,Science,Indie Pub,23.76,4.6,1342,1217,2011,Crossword,44.24744712109694,75,4.3212261720762495,92.2684
Beginner's Data Science Collection,Yuval Noah Harari,Fiction,Hachette,18.31,3.6,880,1361,2011,Snapdeal,30.272541080666734,40,2.833590932509016,72.176
Love Journal,Robert Kiyosaki,Health,Macmillan,17.0,4.5,512,1149,2016,Snapdeal,15.39214324256639,40,1.6486347243688821,90.1024
Leadership Framework,Brand New Author,Business,Simon & Schuster,31.19,5.0,686,1983,2016,Snapdeal,30.360228123984456,0,2.2089129314786193,100.1372
Leadership Principles,Brene Brown,Romance,Simon & Schuster,16.2,3.6,1796,980,2020,Crossword,26.599415188634218,40,5.783101494075219,72.3592
Machine Learning Principles,Tara Westover,Health,HarperCollins,18.77,4.5,2092,1735,2014,Snapdeal,36.19381580604575,40,6.736218444100979,90.4184
Beginner's Meditation Workbook,Stephen King,Health,Simon & Schuster,14.31,3.8,612,1324,2017,Crossword,9.279225553078337,50,1.9706336939721791,76.1224
Complete Data Science Workbook,Stephen King,History,,12.1,4.7,6999,758,2023,Snapdeal,35.44111610008112,40,22.536707882534778,95.3998
