title,author,genre,publisher,price,rating,reviews_count,sales_rank,year,title_len_char,title_len_word,title_has_Guide,title_has_Ultimate,title_has_Beginner,title_has_Advanced,title_has_Masterclass,title_has_Strategies,author_freq,publisher_freq,genre_target_price,author_target_price,is_success
Bright History System,Brand New Author,nonfiction,Hachette,12.13,3.9,378,2559,2010,21,3,0,0,0,0,0,0,49,111,17.289710144927536,20.243673469387755,0
Hidden Data Science Story,James Clear,technology,Unknown Publisher,21.44,5.0,791,979,2014,25,4,0,0,0,0,0,0,43,44,27.96157894736842,20.353488372093025,1
Lost War Chronicles,James Clear,science fiction,HarperCollins,4.99,3.5,3540,982,2016,19,3,0,0,0,0,0,0,43,135,23.323882352941176,20.353488372093025,1
Design Handbook,Simon Sinek,technology,Indie Pub,23.29,3.8,104,2349,2012,15,2,0,0,0,0,0,0,56,120,27.96157894736842,20.928392857142857,0
Lost Design Collection,Colleen Hoover,fantasy,Hachette,9.45,5.0,3952,644,2024,22,3,0,0,0,0,0,0,46,111,16.82627906976744,19.616739130434784,1
Complete History Anthology,Brene Brown,cooking,Macmillan,18.61,4.4,162,3647,2013,26,3,0,0,0,0,0,0,53,122,17.460945945945944,28.74641509433962,0
Forgotten Machine Learning Guide,Simon Sinek,romance,Penguin Random House,8.89,4.0,741,1060,2017,32,4,1,0,0,0,0,0,56,111,17.3478125,20.928392857142857,1
AI Guide,Simon Sinek,self-help,Macmillan,18.55,4.8,619,1125,2014,8,2,1,0,0,0,0,0,56,122,24.81764705882353,20.928392857142857,1
Bright Meditation Saga,Neil Gaiman,history,Simon & Schuster,9.59,4.0,1127,1604,2014,22,3,0,0,0,0,0,0,50,109,17.616060606060607,19.3094,0
Python Collection,Dale Carnegie,romance,HarperCollins,16.63,4.1,629,4003,2022,17,2,0,0,0,0,0,0,48,135,17.3478125,20.772291666666668,0
AI Workbook,Tim Ferriss,fiction,Amazon KDP,12.39,3.5,350,1408,2022,11,2,0,0,0,0,0,0,50,110,25.9630303030303,17.877200000000002,0
Complete Space: The Masterclass,Tim Ferriss,nonfiction,Simon & Schuster,7.22,5.0,228,1217,2024,31,4,0,0,0,0,1,0,50,109,17.289710144927536,17.877200000000002,0
Modern War Secrets,Neil Gaiman,self-help,Amazon KDP,4.99,4.2,789,1564,2012,18,3,0,0,0,0,0,0,50,110,24.81764705882353,19.3094,0
Advanced Love Framework,J.K. Rowling,technology,HarperCollins,22.28,4.8,558,1724,2013,23,3,0,0,0,1,0,0,52,135,27.96157894736842,31.40346153846154,0
Advanced Baking Story,Stephen King,science fiction,Macmillan,15.57,4.5,716,970,2013,21,3,0,0,0,1,0,0,66,122,23.323882352941176,27.875151515151515,1
Forgotten Leadership Collection,Colleen Hoover,biography,Simon & Schuster,16.54,4.6,222,1165,2025,31,3,0,0,0,0,0,0,46,109,24.535342465753423,19.616739130434784,0
Complete Money Collection,Alex Michaelides,fantasy,Indie Pub,15.85,4.4,471,2158,2020,25,3,0,0,0,0,0,0,48,120,16.82627906976744,20.53708333333333,0
Complete History Collection,Simon Sinek,fantasy,Hachette,12.3,3.7,418,2904,2011,27,3,0,0,0,0,0,0,56,111,16.82627906976744,20.928392857142857,0
Data Science Saga,Michelle Obama,history,Penguin Random House,17.04,4.4,1845,1516,2021,17,3,0,0,0,0,0,0,49,111,17.616060606060607,18.409795918367347,0
Gardening System,George R.R. Martin,cooking,Penguin Random House,16.28,4.7,4741,1115,2024,16,2,0,0,0,0,0,0,53,111,17.460945945945944,27.61679245283019,1
Future War Bible,Walter Isaacson,mystery,Simon & Schuster,10.8,4.2,130,4096,2011,16,3,0,0,0,0,0,0,49,109,18.75859649122807,19.53448979591837,0
Secret Business: The Chronicles,J.K. Rowling,romance,Penguin Random House,17.59,3.8,427,2818,2017,31,4,0,0,0,0,0,0,52,111,17.3478125,31.40346153846154,0
Beginner's Design Handbook,Dale Carnegie,technology,Hachette,21.94,3.5,86,4573,2022,26,3,0,0,1,0,0,0,48,111,27.96157894736842,20.772291666666668,0
Dark Mystery Methods,Tim Ferriss,biography,HarperCollins,10.12,5.0,275,1407,2020,20,3,0,0,0,0,0,0,50,135,24.535342465753423,17.877200000000002,0
Dark Cooking Framework,Brand New Author,science,Simon & Schuster,27.47,4.6,227,1862,2020,22,3,0,0,0,0,0,0,49,109,34.48933333333333,20.243673469387755,0
Hidden War Story,Agatha Christie,science,Simon & Schuster,22.12,4.2,6784,1906,2012,16,3,0,0,0,0,0,0,39,109,34.48933333333333,17.696666666666665,0
The Ultimate Love Methods,Tara Westover,fantasy,HarperCollins,25.75,5.0,540,1787,2023,25,4,0,1,0,0,0,0,46,135,16.82627906976744,18.106739130434782,0
Essential Cooking Bible,Malcolm Gladwell,business,Indie Pub,26.87,4.2,2156,941,2025,23,3,0,0,0,0,0,0,44,120,26.626666666666665,20.788181818181815,1
Design Workbook,Robert Kiyosaki,science,Penguin Random House,28.16,3.7,2224,837,2020,15,2,0,0,0,0,0,0,52,111,34.48933333333333,21.901538461538465,1
Love Secrets,J.K. Rowling,business,Simon & Schuster,21.36,4.5,418,2219,2015,12,2,0,0,0,0,0,0,52,109,26.626666666666665,31.40346153846154,0
Advanced History Anthology,Brand New Author,history,Hachette,15.89,4.5,633,2309,2024,26,3,0,0,0,1,0,0,49,111,17.616060606060607,20.243673469387755,0
Modern Mystery Saga,Malcolm Gladwell,health,Indie Pub,17.8,4.4,2109,1091,2024,19,3,0,0,0,0,0,0,44,120,18.720967741935485,20.788181818181815,1
Fitness Handbook,Neil Gaiman,romance,Simon & Schuster,14.65,4.3,257,5959,2016,16,2,0,0,0,0,0,0,50,109,17.3478125,19.3094,0
AI Methods,Walter Isaacson,fantasy,Indie Pub,16.36,4.7,82,4087,2013,10,2,0,0,0,0,0,0,49,120,16.82627906976744,19.53448979591837,0
Space Bible,J.K. Rowling,fiction,Hachette,19.8,4.2,860,1195,2024,11,2,0,0,0,0,0,0,52,111,25.9630303030303,31.40346153846154,0
Hidden Business Framework,George R.R. Martin,self-help,Indie Pub,500.0,4.0,436,2520,2010,25,3,0,0,0,0,0,0,53,120,24.81764705882353,27.61679245283019,0
Beginner's AI System,Agatha Christie,self-help,HarperCollins,12.83,4.0,547,2282,2021,20,3,0,0,1,0,0,0,39,135,24.81764705882353,17.696666666666665,0
Past Money Story,Stephen King,biography,Simon & Schuster,21.28,4.0,681,1217,2011,16,3,0,0,0,0,0,0,66,109,24.535342465753423,27.875151515151515,0
Gardening Story,Walter Isaacson,biography,O'Reilly Media,37.23,3.5,1513,1854,2010,15,2,0,0,0,0,0,0,49,134,24.535342465753423,19.53448979591837,0
AI Handbook,Brand New Author,romance,Amazon KDP,16.34,4.7,736,1475,2013,11,2,0,0,0,0,0,0,49,110,17.3478125,20.243673469387755,0
Lost Design Trilogy,Neil Gaiman,self-help,O'Reilly Media,27.41,4.0,7789,1278,2012,19,3,0,0,0,0,0,0,50,134,24.81764705882353,19.3094,0
The Ultimate Design Framework,Tara Westover,nonfiction,Macmillan,17.77,3.9,3837,1264,2014,29,4,0,1,0,0,0,0,46,122,17.289710144927536,18.106739130434782,0
Complete Business Framework,Alex Michaelides,self-help,Amazon KDP,12.9,3.7,115,2254,2015,27,3,0,0,0,0,0,0,48,110,24.81764705882353,20.53708333333333,0
Mystery Framework,Tara Westover,fiction,Penguin Random House,9.98,4.3,334,2886,2022,17,2,0,0,0,0,0,0,46,111,25.9630303030303,18.106739130434782,0
Bright AI System,James Clear,science,Indie Pub,32.75,4.1,2141,1249,2012,16,3,0,0,0,0,0,0,43,120,34.48933333333333,20.353488372093025,0
Time Anthology,Michelle Obama,business,Indie Pub,24.75,4.7,369,881,2020,14,2,0,0,0,0,0,0,49,120,26.626666666666665,18.409795918367347,1
The Ultimate History: The Strategies,J.K. Rowling,fantasy,Simon & Schuster,20.83,5.0,799,1670,2012,36,5,0,1,0,0,0,1,52,109,16.82627906976744,31.40346153846154,0
Marketing Anthology,Malcolm Gladwell,nonfiction,Penguin Random House,11.81,3.9,211,2539,2020,19,2,0,0,0,0,0,0,44,111,17.289710144927536,20.788181818181815,0
Future Machine Learning System,Michelle Obama,science,Macmillan,21.81,4.2,5123,807,2019,30,4,0,0,0,0,0,0,49,122,34.48933333333333,18.409795918367347,1
Mystery System,Robert Kiyosaki,science,Indie Pub,20.84,4.8,745,772,2023,14,2,0,0,0,0,0,0,52,120,34.48933333333333,21.901538461538465,1
Data Science Journal,Walter Isaacson,business,O'Reilly Media,41.01,5.0,46,100000,2021,20,3,0,0,0,0,0,0,49,134,26.626666666666665,19.53448979591837,0
Complete War Methods,Neil Gaiman,fiction,Simon & Schuster,11.94,4.4,562,2367,2019,20,3,0,0,0,0,0,0,50,109,25.9630303030303,19.3094,0
Beginner's Time Handbook,George R.R. Martin,science,Amazon KDP,28.29,3.8,755,1108,2015,24,3,0,0,1,0,0,0,53,110,34.48933333333333,27.61679245283019,1
Future Machine Learning Bible,Dale Carnegie,science fiction,Amazon KDP,13.1,5.0,342,2826,2018,29,4,0,0,0,0,0,0,48,110,23.323882352941176,20.772291666666668,0
Design Collection,Agatha Christie,fantasy,Indie Pub,12.41,4.8,535,1835,2015,17,2,0,0,0,0,0,0,39,120,16.82627906976744,17.696666666666665,0
Mystery Handbook,Stephen King,nonfiction,Unknown Publisher,27.63,4.7,547,1118,2017,16,2,0,0,0,0,0,0,66,44,17.289710144927536,27.875151515151515,1
Future Data Science Story,Stephen King,mystery,Unknown Publisher,33.41,4.3,2455,730,2021,25,4,0,0,0,0,0,0,66,44,18.75859649122807,27.875151515151515,1
Advanced AI Guide,Dale Carnegie,romance,Amazon KDP,17.95,4.8,2320,978,2020,17,3,1,0,0,1,0,0,48,110,17.3478125,20.772291666666668,1
Fitness Collection,J.K. Rowling,science fiction,O'Reilly Media,35.33,4.5,2923,1362,2022,18,2,0,0,0,0,0,0,52,134,23.323882352941176,31.40346153846154,0
Essential Data Science Collection,Brand New Author,self-help,Hachette,14.16,3.8,2437,1371,2025,33,4,0,0,0,0,0,0,49,111,24.81764705882353,20.243673469387755,0
Bright Data Science Trilogy,George R.R. Martin,business,HarperCollins,26.84,4.8,433,2373,2020,27,4,0,0,0,0,0,0,53,135,26.626666666666665,27.61679245283019,0
Dark Baking: The Framework,Simon Sinek,romance,Hachette,15.96,4.6,130,1963,2015,26,4,0,0,0,0,0,0,56,111,17.3478125,20.928392857142857,0
Money Guide,Yuval Noah Harari,romance,Unknown Publisher,18.23,4.6,906,811,2016,11,2,1,0,0,0,0,0,44,44,17.3478125,30.98318181818182,1
Design Bible,Delia Owens,technology,Indie Pub,31.25,4.6,923,984,2024,12,2,0,0,0,0,0,0,59,120,27.96157894736842,21.622542372881355,1
Future Space Bible,Simon Sinek,fiction,Unknown Publisher,23.04,4.3,471,1356,2025,18,3,0,0,0,0,0,0,56,44,25.9630303030303,20.928392857142857,0
Secret Love Story,Tim Ferriss,business,HarperCollins,30.37,3.8,565,2021,2024,17,3,0,0,0,0,0,0,50,135,26.626666666666665,17.877200000000002,0
Past Machine Learning Masterclass,Delia Owens,health,Simon & Schuster,20.98,4.4,111,5118,2014,33,4,0,0,0,0,1,0,59,109,18.720967741935485,21.622542372881355,0
Bright Meditation Framework,Stephen King,romance,Hachette,22.83,5.0,566,1013,2015,27,3,0,0,0,0,0,0,66,111,17.3478125,27.875151515151515,1
Secret Fitness Story,Simon Sinek,romance,HarperCollins,7.76,3.9,93,16600,2018,20,3,0,0,0,0,0,0,56,135,17.3478125,20.928392857142857,0
Forgotten Cooking Chronicles,Simon Sinek,fantasy,HarperCollins,9.89,3.9,818,1558,2015,28,3,0,0,0,0,0,0,56,135,16.82627906976744,20.928392857142857,0
Machine Learning Principles,Brand New Author,fantasy,Indie Pub,8.6,4.2,1292,1482,2011,27,3,0,0,0,0,0,0,49,120,16.82627906976744,20.243673469387755,0
Dark Marketing Methods,Malcolm Gladwell,fantasy,Amazon KDP,24.23,3.9,62,3496,2010,22,3,0,0,0,0,0,0,44,110,16.82627906976744,20.788181818181815,0
History Collection,Simon Sinek,fantasy,O'Reilly Media,29.77,4.4,431,1822,2017,18,2,0,0,0,0,0,0,56,134,16.82627906976744,20.928392857142857,0
Lost Gardening System,Michelle Obama,fiction,Simon & Schuster,8.74,5.0,1371,671,2024,21,3,0,0,0,0,0,0,49,109,25.9630303030303,18.409795918367347,1
Mystery Story,Stephen King,mystery,Indie Pub,16.71,4.7,1929,916,2020,13,2,0,0,0,0,0,0,66,120,18.75859649122807,27.875151515151515,1
Complete Fitness Collection,Dale Carnegie,biography,HarperCollins,18.21,4.6,932,1305,2020,27,3,0,0,0,0,0,0,48,135,24.535342465753423,20.772291666666668,0
Hidden Design Journal,Stephen King,self-help,HarperCollins,14.55,5.0,654,776,2011,21,3,0,0,0,0,0,0,66,135,24.81764705882353,27.875151515151515,1
Essential Money Saga,J.K. Rowling,self-help,Indie Pub,14.8,3.9,243,4676,2020,20,3,0,0,0,0,0,0,52,120,24.81764705882353,31.40346153846154,0
Hidden Business Collection,Walter Isaacson,history,Hachette,19.2,3.3,364,1756,2025,26,3,0,0,0,0,0,0,49,111,17.616060606060607,19.53448979591837,0
Lost Design Anthology,Malcolm Gladwell,self-help,Indie Pub,12.74,4.6,3,65685,2011,21,3,0,0,0,0,0,0,44,120,24.81764705882353,20.788181818181815,0
Modern Love Workbook,Delia Owens,science,Penguin Random House,28.93,4.2,222,1709,2013,20,3,0,0,0,0,0,0,59,111,34.48933333333333,21.622542372881355,0
Advanced Love Trilogy,Michelle Obama,technology,Amazon KDP,24.98,4.6,3455,1301,2011,21,3,0,0,0,1,0,0,49,110,27.96157894736842,18.409795918367347,0
Design Masterclass,Colleen Hoover,science,Amazon KDP,23.9,3.5,1484,829,2024,18,2,0,0,0,0,1,0,46,110,34.48933333333333,19.616739130434784,1
Love Story,Robert Kiyosaki,business,Amazon KDP,23.76,4.1,317,1157,2021,10,2,0,0,0,0,0,0,52,110,26.626666666666665,21.901538461538465,0
Essential War Anthology,Brand New Author,self-help,Amazon KDP,23.99,4.5,354,1591,2011,23,3,0,0,0,0,0,0,49,110,24.81764705882353,20.243673469387755,0
Forgotten War Chronicles,George R.R. Martin,romance,Simon & Schuster,22.0,3.9,727,1460,2014,24,3,0,0,0,0,0,0,53,109,17.3478125,27.61679245283019,0
Secret Marketing Anthology,Brand New Author,cooking,Hachette,18.49,4.5,1416,1728,2020,26,3,0,0,0,0,0,0,49,111,17.460945945945944,20.243673469387755,0
AI Journal,Alex Michaelides,science fiction,Hachette,20.25,4.3,2213,1686,2025,10,2,0,0,0,0,0,0,48,111,23.323882352941176,20.53708333333333,0
Dark Leadership Secrets,Simon Sinek,mystery,Penguin Random House,25.38,4.3,3189,1778,2025,23,3,0,0,0,0,0,0,56,111,18.75859649122807,20.928392857142857,0
Bright Design Workbook,Michelle Obama,science fiction,O'Reilly Media,26.74,4.4,655,1107,2015,22,3,0,0,0,0,0,0,49,134,23.323882352941176,18.409795918367347,1
Lost War Journal,Yuval Noah Harari,business,Penguin Random House,27.61,5.0,375,2595,2013,16,3,0,0,0,0,0,0,44,111,26.626666666666665,30.98318181818182,0
Forgotten Money Handbook,Neil Gaiman,business,Macmillan,33.64,4.3,817,1270,2023,24,3,0,0,0,0,0,0,50,122,26.626666666666665,19.3094,0
Mystery System,Stephen King,science fiction,Macmillan,18.07,3.4,614,1257,2020,14,2,0,0,0,0,0,0,66,122,23.323882352941176,27.875151515151515,0
Past Fitness Anthology,George R.R. Martin,business,Indie Pub,27.0,5.0,388,1588,2021,22,3,0,0,0,0,0,0,53,120,26.626666666666665,27.61679245283019,0
Modern History Strategies,Yuval Noah Harari,self-help,Hachette,8.87,4.7,259,4828,2019,25,3,0,0,0,0,0,1,44,111,24.81764705882353,30.98318181818182,0
Future Fitness Methods,Walter Isaacson,science fiction,Indie Pub,23.42,4.2,1788,1644,2025,22,3,0,0,0,0,0,0,49,120,23.323882352941176,19.53448979591837,0
Future Cooking: The Methods,Alex Michaelides,fiction,Amazon KDP,14.14,3.4,1299,1477,2022,27,4,0,0,0,0,0,0,48,110,25.9630303030303,20.53708333333333,0
Money Strategies,Simon Sinek,nonfiction,HarperCollins,22.38,4.4,415,1288,2021,16,2,0,0,0,0,0,1,56,135,17.289710144927536,20.928392857142857,0
Forgotten Leadership Secrets,Delia Owens,self-help,Hachette,17.47,3.9,318,1811,2018,28,3,0,0,0,0,0,0,59,111,24.81764705882353,21.622542372881355,0
Hidden War Anthology,Michelle Obama,self-help,Macmillan,14.87,4.3,2126,810,2017,20,3,0,0,0,0,0,0,49,122,24.81764705882353,18.409795918367347,1
Lost Money Strategies,Stephen King,fiction,Penguin Random House,18.86,3.3,1357,2324,2015,21,3,0,0,0,0,0,1,66,111,25.9630303030303,27.875151515151515,0
Future Data Science Secrets,Simon Sinek,biography,Indie Pub,13.19,4.8,75,3622,2019,27,4,0,0,0,0,0,0,56,120,24.535342465753423,20.928392857142857,0
Machine Learning Workbook,Michelle Obama,romance,Unknown Publisher,12.66,4.7,1211,787,2023,25,3,0,0,0,0,0,0,49,44,17.3478125,18.409795918367347,1
Leadership Masterclass,Walter Isaacson,biography,Simon & Schuster,15.38,4.0,659,4108,2019,22,2,0,0,0,0,1,0,49,109,24.535342465753423,19.53448979591837,0
Business Collection,Simon Sinek,technology,O'Reilly Media,32.22,4.6,2755,1627,2025,19,2,0,0,0,0,0,0,56,134,27.96157894736842,20.928392857142857,0
Lost Fitness Chronicles,Malcolm Gladwell,science,HarperCollins,23.26,5.0,311,2324,2020,23,3,0,0,0,0,0,0,44,135,34.48933333333333,20.788181818181815,0
Past Mystery Journal,Tim Ferriss,nonfiction,Hachette,16.91,4.3,1641,1706,2016,20,3,0,0,0,0,0,0,50,111,17.289710144927536,17.877200000000002,0
Essential Cooking Anthology,Tim Ferriss,romance,HarperCollins,13.7,4.2,428,2170,2022,27,3,0,0,0,0,0,0,50,135,17.3478125,17.877200000000002,0
Lost Fitness System,Yuval Noah Harari,technology,Penguin Random House,28.64,4.2,1061,1959,2018,19,3,0,0,0,0,0,0,44,111,27.96157894736842,30.98318181818182,0
Bright Meditation Handbook,Alex Michaelides,science,Unknown Publisher,25.39,4.4,250,9964,2018,26,3,0,0,0,0,0,0,48,44,34.48933333333333,20.53708333333333,0
Dark Business Methods,Robert Kiyosaki,fantasy,O'Reilly Media,34.99,4.1,3396,2376,2019,21,3,0,0,0,0,0,0,52,134,16.82627906976744,21.901538461538465,0
Advanced Cooking Anthology,Robert Kiyosaki,science fiction,Hachette,20.54,3.7,1461,1262,2021,26,3,0,0,0,1,0,0,52,111,23.323882352941176,21.901538461538465,0
Future Marketing: The Strategies,George R.R. Martin,business,Indie Pub,21.88,4.6,894,923,2023,32,4,0,0,0,0,0,1,53,120,26.626666666666665,27.61679245283019,1
Beginner's Data Science Masterclass,Yuval Noah Harari,biography,HarperCollins,19.35,4.4,928,1251,2024,35,4,0,0,1,0,1,0,44,135,24.535342465753423,30.98318181818182,0
Past Business Collection,Delia Owens,nonfiction,Macmillan,27.02,4.7,597,2047,2014,24,3,0,0,0,0,0,0,59,122,17.289710144927536,21.622542372881355,0
Machine Learning Collection,Malcolm Gladwell,fiction,O'Reilly Media,35.53,3.6,1396,1356,2012,27,3,0,0,0,0,0,0,44,134,25.9630303030303,20.788181818181815,0
Secret Time Methods,Tara Westover,business,Amazon KDP,33.17,3.8,637,2124,2024,19,3,0,0,0,0,0,0,46,110,26.626666666666665,18.106739130434782,0
Leadership Bible,James Clear,science fiction,Amazon KDP,19.68,4.7,1469,938,2018,16,2,0,0,0,0,0,0,43,110,23.323882352941176,20.353488372093025,1
The Ultimate Data Science Anthology,Neil Gaiman,nonfiction,Indie Pub,28.07,4.7,462,1692,2012,35,5,0,1,0,0,0,0,50,120,17.289710144927536,19.3094,0
Space Framework,Simon Sinek,nonfiction,Amazon KDP,20.95,4.6,462,3929,2015,15,2,0,0,0,0,0,0,56,110,17.289710144927536,20.928392857142857,0
Dark Marketing Story,George R.R. Martin,cooking,Amazon KDP,13.51,4.3,667,1290,2022,20,3,0,0,0,0,0,0,53,110,17.460945945945944,27.61679245283019,0
Cooking Secrets,Dale Carnegie,fantasy,HarperCollins,14.13,3.5,168,1987,2015,15,2,0,0,0,0,0,0,48,135,16.82627906976744,20.772291666666668,0
Bright Marketing Journal,James Clear,health,Penguin Random House,22.97,3.1,308,1203,2019,24,3,0,0,0,0,0,0,43,111,18.720967741935485,20.353488372093025,0
Essential Fitness Strategies,Agatha Christie,romance,Macmillan,11.81,4.7,1215,4248,2017,28,3,0,0,0,0,0,1,39,122,17.3478125,17.696666666666665,0
The Ultimate Meditation Strategies,Robert Kiyosaki,science fiction,Penguin Random House,16.56,4.3,4405,605,2023,34,4,0,1,0,0,0,1,52,111,23.323882352941176,21.901538461538465,1
Bright Machine Learning Secrets,Robert Kiyosaki,fiction,Penguin Random House,4.99,3.7,363,685,2024,31,4,0,0,0,0,0,0,52,111,25.9630303030303,21.901538461538465,1
Advanced Machine Learning Story,Michelle Obama,science fiction,Amazon KDP,20.11,4.8,6738,592,2024,31,4,0,0,0,1,0,0,49,110,23.323882352941176,18.409795918367347,1
Future War Secrets,Simon Sinek,romance,Macmillan,17.97,4.3,1432,1491,2020,18,3,0,0,0,0,0,0,56,122,17.3478125,20.928392857142857,0
The Ultimate Marketing Chronicles,Stephen King,science,Macmillan,30.52,4.4,558,842,2023,33,4,0,1,0,0,0,0,66,122,34.48933333333333,27.875151515151515,1
Dark Mystery: The Saga,Neil Gaiman,fantasy,O'Reilly Media,21.54,3.6,178,2081,2011,22,4,0,0,0,0,0,0,50,134,16.82627906976744,19.3094,0
Essential Marketing Anthology,Neil Gaiman,technology,Amazon KDP,25.9,3.4,1949,1284,2014,29,3,0,0,0,0,0,0,50,110,27.96157894736842,19.3094,0
Secret Space: The Journal,Yuval Noah Harari,self-help,Hachette,10.05,4.1,257,1453,2014,25,4,0,0,0,0,0,0,44,111,24.81764705882353,30.98318181818182,0
Advanced War Bible,Tara Westover,romance,Simon & Schuster,22.75,3.5,340,3264,2022,18,3,0,0,0,1,0,0,46,109,17.3478125,18.106739130434782,0
Hidden Design Handbook,Dale Carnegie,history,HarperCollins,11.99,4.4,114,1773,2016,22,3,0,0,0,0,0,0,48,135,17.616060606060607,20.772291666666668,0
Past War Methods,Colleen Hoover,health,Macmillan,14.9,5.0,1389,900,2016,16,3,0,0,0,0,0,0,46,122,18.720967741935485,19.616739130434784,1
Meditation Strategies,Malcolm Gladwell,nonfiction,Macmillan,15.63,4.5,467,2414,2013,21,2,0,0,0,0,0,1,44,122,17.289710144927536,20.788181818181815,0
Secret Love Methods,Yuval Noah Harari,cooking,Indie Pub,15.24,3.9,251,1968,2019,19,3,0,0,0,0,0,0,44,120,17.460945945945944,30.98318181818182,0
Bright Money System,Dale Carnegie,science,O'Reilly Media,32.99,4.2,302,952,2024,19,3,0,0,0,0,0,0,48,134,34.48933333333333,20.772291666666668,1
Past Meditation Story,Dale Carnegie,self-help,Indie Pub,11.41,4.8,654,1137,2023,21,3,0,0,0,0,0,0,48,120,24.81764705882353,20.772291666666668,0
Beginner's Meditation Workbook,Brene Brown,nonfiction,Amazon KDP,11.63,5.0,241,1799,2019,30,3,0,0,1,0,0,0,53,110,17.289710144927536,28.74641509433962,0
Past Money Anthology,Yuval Noah Harari,mystery,O'Reilly Media,24.06,4.4,1059,1779,2020,20,3,0,0,0,0,0,0,44,134,18.75859649122807,30.98318181818182,0
Secret Money Chronicles,J.K. Rowling,history,Indie Pub,14.07,4.1,495,2109,2015,23,3,0,0,0,0,0,0,52,120,17.616060606060607,31.40346153846154,0
Python Journal,Michelle Obama,romance,Penguin Random House,19.82,3.8,825,693,2012,14,2,0,0,0,0,0,0,49,111,17.3478125,18.409795918367347,1
Secret Time Framework,Yuval Noah Harari,business,HarperCollins,24.56,5.0,454,984,2014,21,3,0,0,0,0,0,0,44,135,26.626666666666665,30.98318181818182,1
Secret Marketing Journal,Brand New Author,nonfiction,O'Reilly Media,38.39,5.0,1040,1696,2025,24,3,0,0,0,0,0,0,49,134,17.289710144927536,20.243673469387755,0
Past Space Chronicles,James Clear,nonfiction,Hachette,13.1,3.7,536,1042,2019,21,3,0,0,0,0,0,0,43,111,17.289710144927536,20.353488372093025,1
Secret Fitness Framework,Robert Kiyosaki,fiction,Unknown Publisher,11.75,3.8,781,1324,2017,24,3,0,0,0,0,0,0,52,44,25.9630303030303,21.901538461538465,0
Meditation Secrets,Agatha Christie,science,HarperCollins,26.17,4.6,262,5296,2021,18,2,0,0,0,0,0,0,39,135,34.48933333333333,17.696666666666665,0
Hidden Marketing Anthology,Colleen Hoover,science,Penguin Random House,15.03,3.9,3668,930,2012,26,3,0,0,0,0,0,0,46,111,34.48933333333333,19.616739130434784,1
Hidden War Masterclass,James Clear,nonfiction,Simon & Schuster,23.36,4.5,535,922,2012,22,3,0,0,0,0,1,0,43,109,17.289710144927536,20.353488372093025,1
Leadership Anthology,Michelle Obama,romance,Macmillan,17.79,4.0,1739,985,2016,20,2,0,0,0,0,0,0,49,122,17.3478125,18.409795918367347,1
Machine Learning Chronicles,Michelle Obama,science,HarperCollins,25.85,3.7,641,1394,2018,27,3,0,0,0,0,0,0,49,135,34.48933333333333,18.409795918367347,0
Future Mystery Bible,Tim Ferriss,health,Penguin Random House,16.32,4.5,2225,1338,2016,20,3,0,0,0,0,0,0,50,111,18.720967741935485,17.877200000000002,0
Secret War Workbook,J.K. Rowling,science,Macmillan,19.54,4.3,1469,2289,2022,19,3,0,0,0,0,0,0,52,122,34.48933333333333,31.40346153846154,0
Hidden Meditation Bible,Stephen King,biography,HarperCollins,31.6,4.3,1307,927,2021,23,3,0,0,0,0,0,0,66,135,24.535342465753423,27.875151515151515,1
Modern Time Anthology,Brand New Author,technology,Amazon KDP,25.67,4.7,953,2129,2020,21,3,0,0,0,0,0,0,49,110,27.96157894736842,20.243673469387755,0
Forgotten Mystery Bible,Dale Carnegie,self-help,Amazon KDP,16.07,4.5,69,2305,2023,23,3,0,0,0,0,0,0,48,110,24.81764705882353,20.772291666666668,0
Cooking Workbook,Brand New Author,biography,Hachette,9.48,5.0,102,14404,2017,16,2,0,0,0,0,0,0,49,111,24.535342465753423,20.243673469387755,0
Complete Python Methods,Stephen King,science fiction,Amazon KDP,14.97,4.5,1267,856,2020,23,3,0,0,0,0,0,0,66,110,23.323882352941176,27.875151515151515,1
Essential Space Collection,Dale Carnegie,history,Hachette,19.6,4.4,577,2262,2013,26,3,0,0,0,0,0,0,48,111,17.616060606060607,20.772291666666668,0
Beginner's Marketing Bible,Delia Owens,romance,Amazon KDP,16.66,3.8,586,1431,2013,26,3,0,0,1,0,0,0,59,110,17.3478125,21.622542372881355,0
Hidden Mystery Bible,Brand New Author,mystery,Indie Pub,22.68,4.2,329,3122,2022,20,3,0,0,0,0,0,0,49,120,18.75859649122807,20.243673469387755,0
Essential Cooking Principles,Delia Owens,science fiction,Macmillan,20.43,4.6,580,1680,2015,28,3,0,0,0,0,0,0,59,122,23.323882352941176,21.622542372881355,0
Hidden Fitness Journal,Brene Brown,science,O'Reilly Media,46.95,3.5,415,2429,2014,22,3,0,0,0,0,0,0,53,134,34.48933333333333,28.74641509433962,0
Advanced Money Strategies,Walter Isaacson,science,HarperCollins,19.67,4.1,238,2278,2021,25,3,0,0,0,1,0,1,49,135,34.48933333333333,19.53448979591837,0
Hidden War Workbook,Robert Kiyosaki,history,Simon & Schuster,15.28,4.7,1030,904,2019,19,3,0,0,0,0,0,0,52,109,17.616060606060607,21.901538461538465,1
Past Design Story,Tim Ferriss,biography,O'Reilly Media,30.32,4.1,41,9532,2020,17,3,0,0,0,0,0,0,50,134,24.535342465753423,17.877200000000002,0
